COHO ID,label,type,review rows,GWAS tags,PGS ids,status,definition verdict,current definition,current definition source,proposed definition,proposed definition source,problems,corrections,definition checked against,evidence URL,evidence quote,papers checked,checked by
COHO:0000516,Women's Genome Health Study,cohort,175,WGHS,WGHS,CONFIRMED,correct,"A prospective genome-wide association cohort of more than 25,000 initially healthy American female health professionals aged 45 or older from the Women's Health Study who gave a baseline blood sample, followed since 1992 for incident cardiovascular disease, cancer, diabetes and other outcomes.",PMID:18070814|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10767824/fullTextXML,,,,,PMID:18070814 (abstract); https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10767824/fullTextXML; https://pmc.ncbi.nlm.nih.gov/articles/instance/10152894/bin/NIHMS1835943-supplement-Supplemental_Publication_Material.pdf,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:18070814%20AND%20SRC:MED&resultType=core&format=json,"the WGHS provides a unique scientific resource-a full-cohort, prospective, genome-wide association study among initially healthy American women","PMID:32917775 ok (the study with most tagged studies; Supplementary Table 1 row WGHS cites PMID 18070814; https://ndownloader.figshare.com/files/24622661); PMID:38052102 ok (example); PMID:38701081 ok; PMID:36726022 ok; PMID:35580588 ok; PMID:35803233 ok; PMID:38652672 ok (named in disclosures); PMID:36154123 ok (supplement WGHS description); PMID:36477530 ok (GSCAN supplement); PMID:40216759 ok (NHLBI TOPMed WGHS); PMIDs 35922517, 34349265, 36864135, 38191017, 40050429 not checked (cohort not named in the texts I could read)","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000517,Cameron County Hispanic Cohort,cohort,176,CCHC,CCHC,CONFIRMED,correct,"A community-based cohort of Mexican Americans in Brownsville, Cameron County, Texas, on the United States-Mexico border, established in 2004 by the University of Texas School of Public Health Brownsville campus from households in randomly selected census tract blocks, to study the prevalence and determinants of obesity, diabetes and related chronic disease in this population.",PMID:20394692|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11875162/fullTextXML,,,,,"PMID:20394692 via https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2879985/fullTextXML ('we decided in 2004 to establish the Cameron County Hispanic Cohort (CCHC)'; residents of Brownsville; two-stage sampling of randomly selected census blocks; aim: prevalence of obesity and diabetes; authors at University of Texas School of Public Health, Brownsville campus) | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11875162/fullTextXML | https://ars.els-cdn.com/content/image/1-s2.0-S0021915025015011-mmc3.docx (PMID:41325697 cohort description)",,,PMID:39885687 ok (example; CCHC pediatric participants); PMID:40181193 ok (supplementary table 'Cameron County Hispanic Cohort | CCHC'); PMID:41325697 ok (supplementary tables 'CCHC | Cameron County Hispanic Cohort | USA | 20394692'); PGS REST /cohort/CCHC returns no record (id only in the PGS cohort list),"Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000518,Alzheimer's Disease Genetics Consortium,cohort aggregation,177,ADGC,ADGC,FIX,correct,"A US consortium that assembles genome-wide genotype data and harmonized phenotypes from many case-control, family-based, population-based and longitudinal Alzheimer disease cohorts, in more than 30 GWAS datasets of several ancestries, for genetic studies of late-onset Alzheimer disease.",PMID:39250132|PMID:41268768,,,"definition correct (US consortium; genome-wide array data with harmonized phenotypes from many case-control, family-based, population-based and longitudinal AD cohorts; 34-35 datasets; multi-ancestry; LOAD genetics, all confirmed by the ADGC and NIAGADS pages and papers); identity, label, synonyms, type (aggregation), country right; no duplicate in COHO. Tag ADGC denotes this consortium in all 16 PMIDs (in PMID:39998322 it is applied loosely to the NIAGADS ADSP Umbrella WGS release NG00067, which contains ADGC cohorts; not another cohort). Only gap: the aggregation lists no members although several of its datasets are already COHO terms.","members=COHO:0000483 (Adult Changes in Thought Study); COHO:0000480 (National Alzheimer's Coordinating Center, the NIA ADC datasets); COHO:0000367 (Alzheimer's Disease Neuroimaging Initiative); COHO:0000400 (Religious Orders Study and Rush Memory and Aging Project); COHO:0000115 (MIRAGE)",https://dss.niagads.org/studies/sa000003/|https://www.adgenetics.org/|PMID:39250132|PMID:41268768|PMID:40676597|PMID:34122051,https://static-content.springer.com/esm/art%3A10.1038%2Fs41380-024-02838-5/MediaObjects/41380_2024_2838_MOESM1_ESM.pdf|https://dss.niagads.org/studies/sa000003/,"Supplement of PMID:39633006: ""The ADGC dataset comprises subjects from 35 datasets including two waves of the Adult Changes in Thought (ACT) cohort study [ACT1/ACT2]; ten waves of cases and cognitively normal controls from the National Institute on Aging (NIA) Alzheimer Disease Centers (ADCs); the Alzheimer Disease Neuroimaging Initiative (ADNI); ... two waves of the Religious Orders Study/Memory and Aging Project (ROSMAP1-2) ... the Multi-Institutional Research in Alzheimer's Genetic Epidemiology (MIRAGE) study""; NIAGADS: ""The ADGC is a large U.S. based consortium formed to collaboratively use the collective resources of the AD research community to resolve Alzheimer’s disease (AD) genetics.""","PMID:40676597 ok (example); PMID:41268768 ok; PMID:40708016 ok; PMID:39046104 ok (ADGC-NAJ-2011 dataset); PMID:39250132 ok; PMID:34122051 ok; PMID:35879306 ok (ADGC ADC1-7 datasets); PMID:36543923 ok; PMID:36738287 ok (abstract); PMID:38958117 ok; PMID:42328930 ok; PMID:33589840 ok (via Kunkle et al. IGAP stage 1); PMID:35770850 ok (abstract); PMID:35997131 ok (acknowledged ADGC data); PMID:39998322 loose (NIAGADS NG00067 ADSP Umbrella WGS, tagged ADGC); PMID:40883957 ok (ADGC replication data set)","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000519,Consortium for the Analysis of the Diversity and Evolution of Latin America,cohort,178,CANDELA,CANDELA,FIX,needs correction,"A sample of about 7,300 adult volunteers of mixed African, European and Native American ancestry, mostly university students and staff (and, in Chile, mainly soldiers), recruited by a consortium of Latin American and UK groups in México City, Medellín, Lima, Arica and Porto Alegre and characterised for genome-wide genotypes, physical appearance, facial photographs and self-perceived ancestry, to study admixture and the genetics of physical traits in Latin America.",PMID:25254375|PMID:37156940,"A sample of about 7,300 adult volunteers of mixed African, European and Native American ancestry, mostly university students and staff (and, in Chile, mainly soldiers), recruited by a consortium of Latin American and UK groups in México City, Medellín, Lima, Arica and Porto Alegre and characterised for physical appearance, facial photographs, self-perceived ancestry and genetic ancestry, with genome-wide genotyping of about 6,000 of them, to study admixture and the genetics of physical traits in Latin America.",PMID:25254375|PMID:27193062|PMID:37156940,"Identity, label, type (one sample recruited under a common protocol, so cohort, not aggregation), countries right; no duplicate. One unsupported claim: the definition says the ~7,300 volunteers were 'characterised for genome-wide genotypes', but the cited source (Ruiz-Linares 2014, 7,342 individuals) estimated ancestry from 30 ancestry-informative SNPs; genome-wide (Illumina OmniExpress) genotyping covers a subset of about 6,000 used in the CANDELA GWAS (5,958 after QC in PMID:27193062; 6,486 in the face GWAS PMID:37156940).","definition=A sample of about 7,300 adult volunteers of mixed African, European and Native American ancestry, mostly university students and staff (and, in Chile, mainly soldiers), recruited by a consortium of Latin American and UK groups in México City, Medellín, Lima, Arica and Porto Alegre and characterised for physical appearance, facial photographs, self-perceived ancestry and genetic ancestry, with genome-wide genotyping of about 6,000 of them, to study admixture and the genetics of physical traits in Latin America. ;; definition source=PMID:25254375|PMID:27193062|PMID:37156940","PMID:25254375 (PMC4177621 full text: 7,342 subjects, recruitment in México City, Medellín, Lima, Arica, Porto Alegre, students and staff, 2/3 soldiers in Chile, 30 ancestry SNPs); PMID:27193062 (PMC4874031: 'Our study sample is part of the CANDELA cohort', OmniExpress genotyping, 5,958 individuals); PMID:37156940 (PMC10167347 Methods: 6,486 individuals from the CANDELA consortium, OmniExpress)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4177621/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4874031/fullTextXML,"We estimated individual African/European/Native American admixture proportions with data for 30 highly informative SNPs using the ADMIXTURE program | Individuals were genotyped on Illumina's OmniExpress BeadChip and imputation performed using 1000 Genomes data. After quality-control filters, final analyses were carried out on 671,038 genotyped single-nucleotide polymorphisms (SNPs) and 9,117,642 imputed SNPs in 5,958 individuals.","PMID:37156940 ok (PMC10167347: 'The 6486 individuals examined here are part of the CANDELA cohort'; example GCST90292537 cohort CANDELA, Brazil, Chile, Colombia, Mexico, Peru); PMID:35399580 ok (PMC8990175: HISLA stage 1 'includes 17 studies and one consortium (Consortium for the Analysis of the Diversity and Evolution of Latin America [CANDELA] 17)', ref 17 = Ruiz-Linares 2014); PGS Catalog cohort CANDELA 'Consortium for the Analysis of the Diversity and Evolution of Latin America'","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000520,Mexico City Prospective Study,cohort,179,MCPS,MCPS,CONFIRMED,correct,"A prospective cohort of more than 150,000 adults aged 35 and over, recruited in 1998-2004 from the contiguous urban districts of Coyoacán and Iztapalapa in Mexico City with the University of Oxford, and followed to investigate known and new risk factors for mortality in people of Mexican descent; its participants have exome and genome-wide genetic data.",PMID:39948438|PMID:37308787,,,,,"https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11906367/fullTextXML (PMID:39948438: 'MCPS is a prospective cohort of more than 150,000 adults, aged at least 35 years, who were recruited between 1998 and 2004 from the contiguous urban districts of Coyoacán and Iztapalapa in Mexico City'; WES on 141,046) | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10335934/fullTextXML (PMID:37308787: aim, risk factors for mortality) | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12522405/fullTextXML (conducted with the Mexican Ministry of Health, the Oxford CTSU and the Wellcome Trust) | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11370065/fullTextXML (households visited, every adult >=35 invited, 159,755 recruited)",https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-022-01058-3/MediaObjects/41588_2022_1058_MOESM3_ESM.xlsx | https://ars.els-cdn.com/content/image/1-s2.0-S2666979X23003129-mmc4.xlsx,MC | Mexico City | 21573907 (DIAMANTE Supplementary Table 1); Mexico City | Mexico | AMS | MC11 | Affymetrix 5.0 (PMID:38190104 Table S3),"PMID:39948438 ok (example); PMID:37308787 ok; PMID:35999217 ok; PMID:41735279 ok; PMID:35551307 = NOT MCPS: the tagged study GCST90132187 (27,417 Hispanic individuals, tags BIOME|Other|HCHS|SOL|MCPS|MESA|SIGMA|WHI) is DIAMANTE's Hispanic meta-analysis, whose cohort list has no MCPS but has 'MC | Mexico City | 21573907', an IMSS-funded type 2 diabetes case-control sample (PMID:21573907, 967 cases and 343 controls), so the GWAS Catalog's MCPS tag there denotes that sample; PMID:38190104 = NOT MCPS: GCST90295957's cohort tables (Tables S1-S3) list no MCPS, only the COGENT-Kidney 'Mexico City' samples MC11, MC12, MC2A and MC2U (Affymetrix 5.0 and Axiom LAT arrays, as for DIAMANTE's MC), so the tag there denotes those Mexico City samples, not MCPS; the term itself needs no change (the acronym stays); PGS REST /cohort/MCPS: 'Mexico City Prospective Study', e.g. evaluation of PGS000011 in PMID:41231729 ('Polygenic prediction of coronary heart disease among 130 000 Mexican adults', n = 133,207), consistent","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000521,Airwave Health Monitoring Study,cohort,180,AIRWAVE; Airwave,Airwave,FIX,correct,"An occupational cohort of police officers and staff of police forces across Great Britain, enrolled from 2004 (42,112 participants by the end of 2012, most of whom attended a health screening with questionnaires, food diaries, physical and cognitive measurements and stored blood and urine), set up to evaluate possible health risks of the TETRA digital radio system and broadened to study the health of the police workforce.",PMID:25194498,,,"Definition correct, and identity, name, type and country are right. Missing aggregation membership: Airwave is a contributing cohort of the random-glucose GWAS (PMID:37679419), a MAGIC analysis. The paper's group author is the 'Meta-Analysis of Glucose and Insulin-Related Traits Consortium (MAGIC)', and its Supplementary Table 1 of contributing studies lists Airwave (UK, population-based, 13,533 with random glucose). MAGIC is already in COHO as aggregation COHO:0000536, which has no hasCohort members. (The definition's '42,112 participants by the end of 2012' is a correctly dated interim count; recruitment ended in March 2015 with 53,114, PMC6354010, so no change is needed there.)",parent=COHO:0000536 (Meta-Analyses of Glucose and Insulin-related traits Consortium) ;; parent relation=hasCohort (COHO:0000536 hasCohort COHO:0000521),"PMID:25194498 (abstract) | PMID:30585256 (PMC6354010 Methods: launched June 2004, 53,114 enrolled by end of recruitment in March 2015; the definition's 42,112 is the correctly dated interim count) | PMID:34187551 supplement (13059_2021_2398_MOESM1_ESM.docx cohort description)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10484788/supplementaryFiles,"41588_2023_1462_MOESM6_ESM.xlsx, SuppTable1: 'Supplementary Table 1. Study design, sample size, and data quality control, phenotype descriptive statistics, genotyping methods, quality control of SNPs, imputation, and statistical analysis for the contributing studies.' ... 'COHORT | Airwave | BRIGHT | deCODE ...'; group author in PMC10484788: 'Meta-Analysis of Glucose and Insulin-Related Traits Consortium (MAGIC)'","PMID:34187551 ok (supplement MOESM1: 'Airwave - The Airwave Health Monitoring Study is an occupational cohort of employees of 28 police forces from across Great Britain'); PMID:32888493 ok (Cell Table S1B, 1-s2.0-S0092867420308229-mmc1.xlsx: 'Airwave | Airwave Health Monitoring Study | Population-based | white European | 13113 | ... PMID: 25194498'); PMID:33230300 ok (example; supplement acknowledgement names the Airwave Health Monitoring Study); PMID:37679419 ok (MOESM1: 'The Airwave Health Monitoring Study was funded by the UK Home Office'); PGS Catalog cohort Airwave = 'Airwave Health Monitoring Study' (dev PGS000664, PGS000728)","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000522,Cohorte Lausannoise,cohort,181,COLAUS; CoLaus,CoLaus,CONFIRMED,correct,"A population-based cohort of a random sample of 6,188 Caucasian adults aged 35 to 75 living in Lausanne, Switzerland, extensively phenotyped and genotyped genome-wide at baseline to study the prevalence and genetic determinants of cardiovascular risk factors and the metabolic syndrome, and followed up prospectively (with its psychiatric arm PsyCoLaus) from 2003 for cardiovascular events and mortality.",PMID:18366642|PMID:38388190,,,,,"PMID:18366642 (PMC2311269: 'a random sample of 6,188 extensively phenotyped Caucasian subjects ... aged 35 to 75 years living in Lausanne, and genotyped using the 500 K Affymetrix chip technology'; 'Recruitment began in June 2003 and ended in May 2006') | PMID:38388190 (PMC10884261: 'Population-based prospective study conducted in Lausanne, Switzerland, with a follow-up between 2003 and 2021'; 'The CoLaus|PsyCoLaus study is a population-based study investigating the epidemiology and genetic determinants of psychiatric and CVD in Lausanne') | PMID:31910756 (title 'Différences socio-économiques dans la Cohorte Lausannoise CoLaus', for the label)",,,"PMID:40537477 ok (not named in main text; GWAS Catalog cohort field lists CoLaus); PMID:39875632 ok (GWAS Catalog cohort field lists CoLaus); PMID:36864135 ok (cohort field CoLaus); PMID:34059833 ok (Supplementary Table 1 row 'CoLaus | European | Switzerland | Population-based | www.colaus.ch'); PMID:35228297 ok (PMC8975067: CoLaus among the 13 cohorts); PMID:41325371 ok ('CoLaus|PsyCoLaus (Cohort Lausanne, N = 4,542)'); PMID:40181193 ok (tag COLAUS, GCST90624167 cohort field); PMID:34349265 ok (tag COLAUS, GCST90320256 cohort field)","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000523,Melbourne Collaborative Cohort Study,cohort,182,MCCS,MCCS,CONFIRMED,correct,"A prospective cohort of 41,513 middle-aged and older adults of white European origin, almost all aged 40–69, recruited in Melbourne, Australia, in 1990–1994 by Cancer Council Victoria and followed up face to face in 2003–2007 and by record linkage to cancer and death registries, collecting socio-demographic, lifestyle and health data to study risk factors for cancer and other chronic diseases.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12490524/fullTextXML,,,,,"https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12490524/fullTextXML|PMID:28641380 (cohort profile, read at https://academic.oup.com/ije/article/46/6/1757/3882696: 41 513 residents of metropolitan Melbourne recruited 1990-1994, 99% aged 40-69, all of White European origin, follow-up waves 1995-1998 and 2003-2007, 'also known as Health 2020')|https://www.cancervic.org.au/research/our-research/epidemiology/health_2020/health2020-overview",https://www.cancervic.org.au/research/our-research/epidemiology/health_2020/health2020-overview,"Between 1990 and 1994, 41,500 people, (24,500 women and 17,000 men) aged 40-69 were recruited. About 30% of the cohort are Southern European migrants to Australia who were deliberately over-sampled to extend the range of lifestyle exposures and to increase genetic variation.","PMID:34187551 ok (Additional file 1: 'The MCCS is a prospective cohort study of 41,513 residents (17,044 men) of Melbourne, Australia.'); PMID:35512400 ok ('MCCS = Melbourne Collaborative Cohort Study'); PMID:34996992 ok (example); PMID:38749303 ok (MCCS recruitment funded by VicHealth and Cancer Council Victoria); PMID:35418701 ok (BCAC analysis, Table S1: 'MCCS: Melbourne Collaborative Cohort Study'); PMID:37210288, PMID:36576985, PMID:38112776, PMID:35438744 not named in the accessible text (study lists in supplements; GECCO and bladder cancer pooled analyses). PGS Catalog MCCS: name_full 'Melbourne Collaborative Cohort Study', breast, prostate, colorectal and other cancer PRS, matches.","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000524,TRacking Adolescents' Individual Lives Survey,cohort,183,TRAILS,TRAILS,FIX,correct,"A prospective population cohort of 2,230 children born between October 1989 and September 1991 who lived in the North of the Netherlands, assessed from about age 11 in 2001/02 and followed into young adulthood with repeated assessments of mental health, social development and physical health, psychiatric diagnostic interviews, registry linkage and genome-wide genotyping.",PMID:25431468,,,"definition correct for the population cohort (2,230 children born 1 Oct 1989-30 Sep 1991 living in the North of the Netherlands, baseline 2001/02 at mean age 11.1, diagnostic interviews, Psychiatric Case Registry linkage, genome-wide SNP data, all confirmed by the profile update); the GWAS tag TRAILS denotes the population cohort in the 4 papers checked, and the PGS Catalog uses TRAILS and TRAILSCC as two cohorts on the same scores. But the label is the name of the whole TRAILS study, which comprises this population sample, the clinical sample TRAILS-CC (N=543, tagged TRAILSCC and co-tagged with TRAILS on the example GCST90797639) and TRAILS NEXT, so the label names the study rather than this cohort. The pending tier-C TRAILSCC row already reads the label as the umbrella and sets TRAILSCC isSubCohortOf COHO:0000524, which would make the clinical cohort part of the population cohort. Relabel this term as the population cohort and give TRAILSCC no parent (alternative: redefine this term as the whole study and keep that parent link).",label=TRacking Adolescents' Individual Lives Survey population cohort ;; other synonyms=Tracking Adolescents Individual Lives Survey|TRAILS population cohort|TRacking Adolescents' Individual Lives Survey,PMID:25431468 (PMC4339762 full text); https://www.trails.nl/en/about-trails/characteristics; PMID:40537477 and PMID:42036355 supplements,https://www.trails.nl/en/about-trails/characteristics,"Population sample (N = 2230, started in 2000) TRAILS-CC: Clinical sample (N = 543, started in 2004) TRAILS NEXT; children of participants, started in 2015","PMID:40537477 ok (supplement: 'Data for the present study were collected in the population cohort only'); PMID:42036355 ok (example; supplementary table 'TRAILS-pop | Tracking Adolescents' Individual Lives Survey - population cohort', with TRAILSCC as 'TRAILS-cc'); PMID:40962958 ok (Supplementary Information: 'a large prospective population study of Dutch adolescents ... selected from five municipalities in the Northern part of the Netherlands'); PMID:34059833 ok (MAGIC supplementary table: 'Adolescents - poopulation based'); PMID:35378236 not checked (TRAILS named only in the supplement, not retrievable from PMC, the journal or medRxiv).","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000525,ADDITION-PRO Study,cohort,184,ADDITION-PRO,ADDITION-PRO,CONFIRMED,correct,"A population-based longitudinal cohort of 2,082 Danish adults at different levels of diabetes risk, sampled from the 16,136 high-risk individuals identified by the 2001–2006 stepwise diabetes screening programme in Danish general practice of the Danish arm of ADDITION-Europe, examined in 2009–2011 with detailed cardiometabolic phenotyping and followed for cardiovascular disease and death.",PMID:23241242,,,,,"PMID:23241242 (protocol, abstract and OA full text PMC3583712, Methods/Design)",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3583712/fullTextXML,"The ADDITION-PRO study is nested within the Danish arm ( ADDITION-DK ) of the ADDITION-Europe study [ 3 , 8 ].","PMID:38926497 ok (only tagged paper; '610 unrelated adults from the Danish ADDITION-PRO cohort'). Parent isSubCohortOf COHO:0000613 is right: ADDITION-PRO's sampling frame is the ADDITION-DK stepwise screening population (protocol: 'These stratified risk groups constitute the sampling frame for the ADDITION-PRO study'), and COHO:0000613's definition includes that screened population. No duplicate in COHO. PGS Catalog: 'ADDITION-PRO' is in the Catalog's cohort list (src/curation/pgs_catalog_cohorts.csv: 'ADDITION-PRO,ADDITION-PRO') but the REST lookup links no scores to it; the separate PGS cohort 'ADDITION' ('ADDITION study', PGS004864 via GCST000296) is an acronym of COHO:0000614.","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000526,Finnish Cardiovascular Study,cohort,185,FINCAVAS,FINCAVAS,CONFIRMED,correct,"A clinical cohort of about 4,500 patients scheduled for an exercise stress test at Tampere University Hospital, Finland, recruited between October 2001 and December 2007 with continuous high-resolution ECG, haemodynamic measurements, genotyping and follow-up of clinical events and deaths, to construct risk profiles for cardiovascular disease, events and death.",PMID:16515696|https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9436946/supplementaryFiles,,,,,"PMID:16515696 (design paper, abstract); PMID:36050321 Supplementary Information MOESM1 (FINCAVAS description: final number 4,567); CARDIoGRAMplusC4D supplement (Deloukas 2013, ng.2480 MOESM9, FINCAVAS description)",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:16515696%20AND%20SRC:MED&resultType=core&format=json,All patients scheduled for an exercise stress test at Tampere University Hospital and willing to participate have been and will be recruited between October 2001 and December 2007.,"PMID:32888493 (26 studies) blood-cell consortium meta-analysis, not OA; FINCAVAS listed among cohorts in the GWAS Catalog, no sign of another cohort; PMID:36050321 ok (Supplementary Information: 'FINCAVAS - Finnish Cardiovascular Study'). PGS Catalog cohort FINCAVAS = 'Finnish Cardiovascular Study'. CARDIoGRAMplusC4D membership confirmed (ng.2480 MOESM9 lists FINCAVAS with PMID 16515696). No duplicate in COHO.","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000527,Health Professionals Follow-up Study,cohort,186,HPFS,HPFS,FIX,correct,"A prospective cohort of 51,529 US male health professionals aged 40 to 75 enrolled in 1986, whose demographics, health, diet and lifestyle are updated by questionnaire every two years (diet every four), with follow-up exceeding 90% of eligible person-time.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10173489/fullTextXML|PMID:33185675,,,"Definition correct. Missing aggregation memberships, both with sources already used for sibling members in COHO: HPFS is listed under 'Studies Working With GECCO' on the Fred Hutch GECCO page (the source of the other 11 GECCO members, and the GECCO review note already names HPFS as one to link), and PMC10592169 states that the HPFS/PHS genetic study is within PRACTICAL (the same quote links FHCRC, COHO:0000534, to PRACTICAL). Optional: the NHS/HPFS genotyping sets also contributed to GIANT BMI (PMID:40691366 Supplementary Table 1), but COHO's GIANT (COHO:0000558) has no members yet.",parent=COHO:0000610 (Genetics and Epidemiology of Colorectal Cancer Consortium) ;; parent relation=hasCohort (COHO:0000610 hasCohort COHO:0000527; quote 'Health Professionals Follow-up Study (HPFS)'; URL https://www.fredhutch.org/en/research/divisions/public-health-sciences-division/research/cancer-prevention/genetics-epidemiology-colorectal-cancer-consortium-gecco.html) ;; parent=COHO:0000611 (Prostate Cancer Association Group to Investigate Cancer-Associated Alterations in the Genome) ;; parent relation=hasCohort (COHO:0000611 hasCohort COHO:0000527; quote 'Both the HPFS/PHS and FH genetic studies are within the framework of the PRACTICAL (Prostate Cancer Association Group to Investigate Cancer-Associated Alterations in the Genome) Consortium.'; URL https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10592169/unicode),"PMID:37165447 (https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10173489/fullTextXML, Methods) | PMID:33185675 (https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7666422/fullTextXML, Design and Participants)",https://www.fredhutch.org/en/research/divisions/public-health-sciences-division/research/cancer-prevention/genetics-epidemiology-colorectal-cancer-consortium-gecco.html | https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10592169/unicode | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10173489/fullTextXML,"Studies Working With GECCO ... Health Professionals Follow-up Study (HPFS) | Both the HPFS/PHS and FH genetic studies are within the framework of the PRACTICAL (Prostate Cancer Association Group to Investigate Cancer-Associated Alterations in the Genome) Consortium. | (definition) The HPFS began in 1986 and enrolled 51,529 male health professionals, aged 40 to 75 years","PMID:37165447 ok (HPFS, 8,532 men); PMID:34996992 ok ('the Health Professionals Follow-up Study (HPFS)'); PMID:38749303 ok ('Harvard cohorts: HPFS'); PMID:38664626 ok ('the Nurses’ Health Study and the Health Professionals Follow-up Study'); PMID:35551307 ok (Supplementary Table 1 'HPFS | Health Professionals’ Follow-Up Study'); PMID:39406924 ok (Supplementary Table 1 'Nurse's Health Study (NHS) /Health Professionals Follow-up Study (HPFS)'); PMID:37555839 ok (HPFS/PHS prostate cancer GWAS, PMC10592169); PMID:37210288 (most studies), 36576985 not open access, abstracts do not name cohorts. PGS Catalog HPFS = 'Health Professional Follow-up Study'. Note: PGS cohort HPFS3 'Prospective cohort of men (USA)', used only in the PGS000055 evaluation of PMID:29917119 next to 'NHS3', is probably an HPFS genotyping set; full text not accessible, not verified.","Claude Opus 5.5 (Anthropic), 2026-09"
COHO:0000528,Arthroplasty and the Genetics of Osteoarthritis,cohort,187,ARGO,ARGO,FIX,correct,"A Greek collection of more than 1,500 well-phenotyped patients with severe hip or knee osteoarthritis undergoing total joint replacement, recruited in hospitals of Athens (2015-2017) and Larissa together with healthy controls, set up to study the genetic architecture of osteoarthritis.",PMID:34450027|https://metadata.ega-archive.org/studies/EGAS00001000917|PMID:30470734,,,"Definition correct, and identity, type and country are right. The label is the PGS Catalog's expansion of ARGO and nothing from the cohort attests it. Europe PMC has 0 hits for 'Arthroplasty and the Genetics of Osteoarthritis' or 'Arthroplasty and Genetics of Osteoarthritis', and a web search finds nothing either. The cohort's own texts use only 'ARGO', 'the ARGO study' and 'The ARGO Consortium': EGA EGAS00001000917 'ARGO_GWAS', and the Cell 2021 and Nature 2025 cohort descriptions and consortium author lists. Relabel to the name the cohort uses and keep the PGS name as a synonym. (Optional: EGA study EGAS00001000917, the ARGO-Larissa raw data, could serve as an EGA example if the cohort is put in the EGA subset.)",label=ARGO study ;; other synonyms=Arthroplasty and the Genetics of Osteoarthritis,"PMID:34450027 (PMC8459317 STAR Methods cohort descriptions ARGO-Athens and ARGO-Larissa) | https://metadata.ega-archive.org/studies/EGAS00001000917 | PMID:30470734 (PMC6251918: 'ARGO comprises osteoarthritis cases and healthy controls from Larisa, Greece.') | PMID:40205036 supplement 41586_2025_8771_MOESM1_ESM.pdf (same descriptions; ST2 ARGO-Athens 993 cases/2538 controls, ARGO-Larissa 445/245)",https://metadata.ega-archive.org/studies/EGAS00001000917,"""title"": ""ARGO_GWAS"" ... The ARGO study is an ongoing collection of well-phenotyped OA patients undergoing total joint replacement and is based in Greece.","PMID:34450027 ok (example; ARGO-Athens and ARGO-Larissa, 'The ARGO study, was set up to investigate the genetic architecture of hip and knee OA in a Greek population'); PMID:40205036 ok (same two ARGO collections, 'The ARGO Consortium'); PGS Catalog ARGO (name_full 'Arthroplasty and the Genetics of Osteoarthritis'), scores PGS018416/PGS018417 (PMID:38678821) use ARGO as a source cohort of the OA GWAS variants, i.e. the same Greek ARGO","Claude Opus 5.5 (Anthropic), 2026-09"
